"eid","exercise","Short YouTube Demonstration","InDepth YouTube Explanation","Difficulty Level","Target Muscle Group","Prime Mover Muscle","Secondary Muscle","Tertiary Muscle","Primary Equipment","Secondary Equipment","Body Region","Force Type","mechanics","Primary Exercise Classification","setsxreps"
2710,"Plate Overhead Alternating Step Up","https://youtu.be/FVmLcTGmJZ0?si=EDG5LdzfEeiqin-z","https://youtu.be/bbWycJMXNzQ?si=8VLoUx6yqH6yOVMJ","Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Weight Plate","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2711,"Double Kettlebell Front Rack Alternating Step Up","https://youtu.be/efg-AS2o3lM?feature=shared",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2712,"Double Kettlebell Bottoms Up Front Rack Alternating Step Up",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2713,"Double Kettlebell Overhead Alternating Step Up",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2714,"Double Kettlebell Bottoms Up Overhead Alternating Step Up",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2716,"Double Kettlebell Suitcase Alternating Step Up","https://youtu.be/LQOGjjbAF6w?si=YO-bbJpBtYiLPA1T",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2717,"Kettlebell Goblet Step Up","https://youtu.be/ci0s9-U1S50?si=yYac1epKRR8CESOn",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2718,"Kettlebell Goblet Alternating Step Up","https://youtu.be/uT2473eo8Rw?si=1pxHtkIQiIW_apsw",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2719,"Dumbbell Goblet Step Up","https://youtu.be/PLk0TE6nYag?si=vbbSLrl8kCSWEbLQ","https://youtu.be/3yPRuUPeiQU?si=7XSRn2zzSxJl4SV2","Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2720,"Dumbbell Goblet Alternating Step Up","https://youtu.be/gcP-jawjJ0s?si=kFE3ztEzT7nJwF3I",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2723,"Dumbbell Crush Grip Seated Good Morning",NULL,NULL,"Novice","Back","Erector Spinae","Biceps Femoris","Gluteus Maximus","Dumbbell","Bench (Flat)","Unsorted*","Unsorted*","Compound","Bodybuilding","4x12"
2724,"Trap Bar Bottoms Up Z Press","https://youtu.be/vKxoihlGR4A?feature=shared",NULL,"Advanced","Shoulders","Anterior Deltoids","Triceps Brachii",NULL,"Trap Bar","None","Upper Body","Push","Compound","Bodybuilding","4x12"
2725,"Kettlebell Horn Grip Step Up","https://youtu.be/ciJ8vZIyapM?si=F5Cq1A6IBA0ElWWo",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2726,"Kettlebell Horn Grip Alternating Step Up","https://youtu.be/moDnqcjmUnw?si=2L_tGgiIN_WKjnSh",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2728,"Single Arm Clubbell Mill to Reverse Mill",NULL,NULL,"Advanced","Shoulders","Posterior Deltoids","Gluteus Maximus","Obliques","Clubbell","None","Upper Body","Pull","Compound","Ballistics","4x10"
2729,"Single Arm Macebell Mill to Reverse Mill",NULL,NULL,"Advanced","Shoulders","Posterior Deltoids","Rectus Abdominis",NULL,"Macebell","None","Upper Body","Pull","Compound","Ballistics","4x10"
2730,"Alternating Single Arm Macebell Mill",NULL,NULL,"Advanced","Shoulders","Posterior Deltoids","Rectus Abdominis",NULL,"Macebell","None","Upper Body","Pull","Compound","Ballistics","4x10"
2731,"Single Arm Dumbbell Hang Power Clean","https://youtu.be/jIV6huBUy40?si=LI0qU1gmKWUNaN4X",NULL,"Intermediate","Glutes","Gluteus Maximus",NULL,NULL,"Dumbbell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2732,"Alternating Single Arm Dumbbell Hang Power Clean","https://youtu.be/-hApznQV1wg?feature=shared",NULL,"Intermediate","Glutes","Gluteus Maximus",NULL,NULL,"Dumbbell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2799,"Miniband Hip Thrust","https://youtu.be/GMoIkfo2nP4?si=IB4Q_47E137Hsx_H",NULL,"Beginner","Glutes","Gluteus Maximus",NULL,NULL,"Miniband","Bench (Flat)","Lower Body","Unsorted*","Compound","Bodybuilding","4x12"
2800,"Heavy Sandbag Bear Hug Step Up","https://youtu.be/LyD7nH85x0c?si=Li3dCfeeWkoCcSX-",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Heavy Sandbag","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2801,"Heavy Sandbag Bear Hug Alternating Step Up","https://youtu.be/O1zrmDKSt9E?si=aLhoWHS87gUaM6iV",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Heavy Sandbag","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2804,"Alternating Single Arm Macebell Reverse Mill",NULL,NULL,"Advanced","Shoulders","Posterior Deltoids","Rectus Abdominis",NULL,"Macebell","None","Upper Body","Pull","Compound","Ballistics","4x10"
2805,"Ring Grip Straddle Planche",NULL,NULL,"Grand Master","Abdominals","Rectus Abdominis",NULL,NULL,"Gymnastic Rings","None","Unsorted*","Other","Compound","Calisthenics","4x20"
2806,"Single Arm Kettlebell Dead Clean to Overhead Press",NULL,NULL,"Intermediate","Shoulders","Anterior Deltoids",NULL,NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2807,"Single Arm Kettlebell Dead Clean to Push Press","https://youtu.be/aWPqX1VXr-g?si=6F2i3SQxg7mvF5tb",NULL,"Intermediate","Shoulders","Anterior Deltoids",NULL,NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2808,"Single Arm Kettlebell Clean to Front Rack Ipsilateral Reverse Lunge",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2809,"Single Arm Kettlebell Clean to Front Rack Ipsilateral Forward Lunge",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2810,"Single Arm Kettlebell Dead Clean to Push Jerk",NULL,NULL,"Intermediate","Shoulders","Anterior Deltoids",NULL,NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2811,"Double Kettlebell Dead Clean to Push Jerk","https://youtu.be/vFOeFxuWMa4?si=UW2lvkjDkxHqSPIf",NULL,"Intermediate","Shoulders","Anterior Deltoids","Triceps Brachii",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2814,"Single Arm Kettlebell Dead Clean to Front Rack Squat",NULL,"https://youtu.be/oc0TnNUykEM?si=N_yVekSXidSRo2A4","Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2815,"Single Arm Kettlebell Dead Clean to Thruster",NULL,NULL,"Intermediate","Shoulders","Anterior Deltoids","Quadriceps Femoris","Gluteus Maximus","Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2816,"Alternating Single Arm Kettlebell Dead Clean to Thruster",NULL,NULL,"Intermediate","Shoulders","Anterior Deltoids","Quadriceps Femoris","Gluteus Maximus","Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2817,"Alternating Single Arm Kettlebell Dead Clean to Overhead Press","https://youtu.be/587yc5WQcB0?si=il91YAGQf5s9QyXC",NULL,"Intermediate","Shoulders","Anterior Deltoids",NULL,NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2818,"Alternating Single Arm Kettlebell Dead Clean to Push Press","https://youtu.be/Wq5CGNeQGUA?si=bULiT29sEH9tAv6z",NULL,"Intermediate","Shoulders","Anterior Deltoids",NULL,NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2819,"Alternating Single Arm Kettlebell Dead Clean to Push Jerk",NULL,NULL,"Intermediate","Shoulders","Anterior Deltoids",NULL,NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2820,"Alternating Single Arm Kettlebell Dead Clean to Front Rack Squat",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2821,"Single Arm Macebell Bull Whip to Mill","https://youtu.be/NUhpNbRmNMg?si=vqY017BanR5_s992","https://youtu.be/9AFgVsSXOCA?si=J-Zh0GlYFLOJWoaP","Advanced","Shoulders","Posterior Deltoids","Rectus Abdominis",NULL,"Macebell","None","Upper Body","Pull","Compound","Ballistics","4x10"
2822,"Double Kettlebell Bottoms Up Overhead Split Squat",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2824,"Double Dumbbell Feet Elevated Renegade Row","https://youtu.be/lLTBO5vqm8A?si=UXhSCQSR6oZS3B2T","https://youtu.be/5FcaN35DaAQ?si=ZfAD4sAbgN70vQ_W","Advanced","Back","Latissimus Dorsi",NULL,NULL,"Dumbbell","Bench (Flat)","Upper Body","Pull","Compound","Bodybuilding","4x12"
2825,"Double Dumbbell Feet Elevated Renegade Row to Push Up",NULL,NULL,"Advanced","Back","Latissimus Dorsi",NULL,NULL,"Dumbbell","Bench (Flat)","Upper Body","Push & Pull","Compound","Bodybuilding","4x12"
2826,"Double Dumbbell Suitcase Forward Lunge","https://youtu.be/9gglI77Kzq8?si=_dDcU05y48tssEAF",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2827,"Barbell Front Rack Forward Lunge","https://youtu.be/tEnO9W001b0?feature=shared","https://youtu.be/HdsDj84oo-M?si=h7psbJWyTfoeXjLf","Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Barbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2828,"Barbell Overhead Forward Lunge","https://youtu.be/Y9EGHil8cj0?si=2FSctgexRfTrAxb-","https://youtu.be/JH1x57CWPik?si=bxb00MkoSXUP23Qr","Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Barbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2831,"Barbell Back Rack Forward Lunge","https://youtu.be/hUdSY_wXwWU?si=UfpUfMXiZqyUzBJ8",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Barbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2832,"Double Kettlebell Suitcase Forward Lunge","https://youtu.be/dgdMXVeApVM?si=C53j2jhBQ-HcBkp2",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2833,"Double Kettlebell Front Rack Forward Lunge","https://youtu.be/s-lZimLr_tg?si=Esmu-85tbaGWBDHx",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2834,"Double Kettlebell Bottoms Up Front Rack Forward Lunge",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2835,"Double Dumbbell Front Rack Forward Lunge","https://youtu.be/gqAaDuZQjXY?si=XpGry05ejKZXpsz-",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2836,"Double Dumbbell Overhead Forward Lunge","https://youtu.be/c-4dfhO8QTw?si=7jy_yBEvLZdLrTWC","https://youtu.be/pBtSeAbiah0?si=UhmPxiSfn0QDaquV","Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2837,"Single Arm Dumbbell Suitcase Contralateral Forward Lunge","https://youtu.be/nEFul0yIBzU?si=Dt-DKAqMcRsQMRWd",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2838,"Single Arm Dumbbell Front Rack Contralateral Forward Lunge","https://youtu.be/UbQwG3BPs54?si=OAD_X1vRpwmgJgHl",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2839,"Single Arm Dumbbell Overhead Contralateral Forward Lunge","https://youtu.be/b5LGhv3B2us?si=6V7uUbW59eAmJ9Lx","https://youtu.be/TFH26fM07iw?si=zzR9FD2ulzDiot6R","Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2840,"Double Kettlebell Overhead Forward Lunge","https://youtu.be/ZS0_Pnqs18o?si=iqfhdouw2kgEVNp1",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2841,"Dumbbell Goblet Forward Lunge","https://youtu.be/Q2ELBxwUp28?si=SahPctazGJoXnzHQ","https://youtu.be/IzeZOET6R7U?si=oTFk5E4bDeCV8DoC","Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2842,"Clubbell Order Forward Lunge","https://youtu.be/mVJyt-hJqQ4?si=ZyQU-rcyvqeQG8GO",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Clubbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2843,"Double Clubbell Order Forward Lunge",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Clubbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2844,"Single Arm Clubbell Order Contralateral Forward Lunge",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Clubbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2845,"Clubbell Front Flag Hold Forward Lunge",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Clubbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2846,"Double Clubbell Front Flag Hold Forward Lunge",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Clubbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2847,"Single Arm Clubbell Front Flag Hold Contralateral Forward Lunge",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Clubbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2848,"Macebell Order Forward Lunge",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Macebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2849,"Double Kettlebell Bottoms Up Overhead Forward Lunge",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2850,"Single Arm Kettlebell Suitcase Contralateral Forward Lunge",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2851,"Bodyweight Forward Lunge","https://youtu.be/1XKXGRQX-0w?si=hoLOL3F63ye-LGkD","https://youtu.be/4JEsjeTA9M8?si=WxT6yU_vYpJsX-hU","Beginner","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Bodyweight","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2852,"Bulgarian Bag Back Rack Forward Lunge","https://youtu.be/GRFb4uKia9o?si=12NJKTAJm5VqsZCt",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Bulgarian Bag","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2853,"Sandbag Front Rack Forward Lunge","https://youtu.be/DoXtPhcQZ0A?si=-jOVMkwU4yMda8b5",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Sandbag","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2854,"Plate Overhead Forward Lunge","https://youtu.be/GLx4dqyToMQ?si=SE9oL2hGuFmb1rI_",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Weight Plate","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2855,"Single Arm Kettlebell Front Rack Contralateral Forward Lunge","https://youtu.be/93jOACk6hCI?si=Wh87FQShHz6PdDPL",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2856,"Single Arm Kettlebell Bottoms Up Front Rack Contralateral Forward Lunge",NULL,"https://youtu.be/PHEZCp68iI8?feature=shared","Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2857,"Single Arm Kettlebell Overhead Contralateral Forward Lunge","https://youtu.be/tCdyjT6r7IQ?si=rxUYwp8Jt_iRYs1A","https://youtu.be/4wVgb2LPW-I?feature=shared","Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2858,"Single Arm Kettlebell Bottoms Up Overhead Contralateral Forward Lunge",NULL,"https://youtu.be/Nsz_DAZS6cw?feature=shared","Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2859,"Kettlebell Goblet Forward Lunge","https://youtu.be/5zdsUZyVyZU?si=zOn7HfTe53mopVx9",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2860,"Kettlebell Horn Grip Forward Lunge","https://youtu.be/B2jHsaojI4A?si=t3FbVaw_mjK5VgeG","https://youtu.be/ianXxqc7-dA?si=A-HY3o-soYJxq8A9","Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2861,"Barbell Zercher Forward Lunge","https://youtu.be/bVOx0bS6BvI?si=E52DJq8hShYSUVbw",NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Barbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2862,"Single Arm Dumbbell Suitcase Ipsilateral Forward Lunge","https://youtu.be/6qREgTKXbOM?si=gyM_F4WYjs2hqIS7",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2863,"Single Arm Dumbbell Front Rack Ipsilateral Forward Lunge","https://youtu.be/hSqr6cDitEg?si=0Q3eJ7Civ09nXoAr",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2864,"Single Arm Dumbbell Overhead Ipsilateral Forward Lunge","https://youtu.be/qfpKsxIGOu0?si=fKCRBwv_aknD3aFj",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2865,"Single Arm Clubbell Order Ipsilateral Forward Lunge","https://youtu.be/lBKvPGFLaKg?si=ysrtgn3hQImmLVaF",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Clubbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2866,"Single Arm Clubbell Front Flag Hold Ipsilateral Forward Lunge",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Clubbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2867,"Single Arm Kettlebell Suitcase Ipsilateral Forward Lunge","https://youtu.be/TPCs1UFpADo?si=m8DKfTmxHGcavJDM",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2868,"Single Arm Kettlebell Front Rack Ipsilateral Forward Lunge","https://youtu.be/vnwL74DnWK8?si=qsKdUhrsdu46i1An",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2869,"Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Forward Lunge",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2870,"Single Arm Kettlebell Overhead Ipsilateral Forward Lunge",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
